Unit_Price,Quantity,Discount,Total_Price,Customer_Type,Product,Category,Region,Cluster
0.56,7.000000000000001,0.0,3.92,B2C,Vittel,Water,Rheinland-Pfalz,0
0.81,43.0,0.1,31.35,B2B,Vio Wasser,Water,Sachsen-Anhalt,1
1.73,31.0,0.05,50.95,B2B,Club Mate,Soft Drinks,Nordrhein-Westfalen,2
1.19,1.0,0.0,1.19,B2C,Fanta,Soft Drinks,Rheinland-Pfalz,0
1.09,4.0,0.0,4.36,B2C,Augustiner,Alcoholic Beverages,Sachsen-Anhalt,0
2.3299999999999996,66.0,0.1,138.4,B2B,Augustiner,Alcoholic Beverages,Berlin,1
1.86,1.0,0.0,1.86,B2C,Hohes C Orange,Juices,Baden-Württemberg,0
0.92,35.0,0.05,30.59,B2B,Apollinaris,Water,Mecklenburg-Vorpommern,1
0.94,2.0,0.05,1.7899999999999998,B2B,Vittel,Water,Schleswig-Holstein,2
1.71,45.0,0.1,69.26,B2B,Hohes C Orange,Juices,Bremen,1
0.58,2.0,0.0,1.16,B2C,Vittel,Water,Baden-Württemberg,0
2.09,27.0,0.1,50.79,B2B,Erdinger Weißbier,Alcoholic Beverages,Niedersachsen,2
0.57,6.0,0.0,3.42,B2C,Volvic,Water,Sachsen,0
0.47,14.000000000000002,0.0,6.579999999999999,B2C,Selters,Water,Brandenburg,0
1.98,3.0,0.0,5.94,B2C,Erdinger Weißbier,Alcoholic Beverages,Sachsen,0
2.5800000000000005,28.000000000000004,0.05,68.63,B2B,Fritz-Kola,Soft Drinks,Bremen,2
1.72,49.0,0.1,75.85,B2B,Warsteiner,Alcoholic Beverages,Schleswig-Holstein,1
0.52,36.0,0.05,17.78,B2B,Selters,Water,Sachsen-Anhalt,1
0.55,1.0,0.0,0.55,B2C,Volvic,Water,Thüringen,0
1.0400000000000003,2.0,0.0,2.08,B2C,Gerolsteiner,Water,Mecklenburg-Vorpommern,0
0.93,3.0,0.0,2.79,B2C,Apollinaris,Water,Bremen,0
1.9,52.99999999999999,0.1,90.62999999999998,B2B,Tomato Juice,Juices,Hessen,1
0.55,10.0,0.0,5.5,B2C,Volvic,Water,Mecklenburg-Vorpommern,0
3.33,12.0,0.0,39.96,B2C,Tomato Juice,Juices,Thüringen,0
2.9099999999999997,2.0,0.1,5.24,B2B,Passion Fruit Juice,Juices,Bayern,2
2.29,5.0,0.05,10.88,B2B,Augustiner,Alcoholic Beverages,Mecklenburg-Vorpommern,2
0.46,60.0,0.05,26.22,B2B,Gerolsteiner,Water,Rheinland-Pfalz,1
0.6099999999999999,10.0,0.0,6.1,B2C,Mezzo Mix,Soft Drinks,Bayern,0
3.33,7.000000000000001,0.0,23.31,B2C,Tomato Juice,Juices,Thüringen,0
3.21,4.0,0.0,12.84,B2C,Mango Juice,Juices,Saarland,0
1.57,60.0,0.05,89.49,B2B,Coca-Cola,Soft Drinks,Baden-Württemberg,1
1.71,2.0,0.0,3.42,B2C,Vio Wasser,Water,Niedersachsen,0
0.93,1.0,0.0,0.93,B2C,Mountain Dew,Soft Drinks,Brandenburg,0
0.98,68.0,0.1,59.98,B2B,Warsteiner,Alcoholic Beverages,Berlin,1
1.64,5.0,0.0,8.2,B2C,Granini Apple,Juices,Saarland,0
3.56,13.0,0.0,46.28,B2C,Cranberry Juice,Juices,Berlin,0
3.31,10.0,0.0,33.1,B2C,Monster,Soft Drinks,Rheinland-Pfalz,0
3.43,2.0,0.0,6.86,B2C,Tomato Juice,Juices,Baden-Württemberg,0
3.42,28.000000000000004,0.1,86.18,B2B,Mango Juice,Juices,Schleswig-Holstein,2
0.46,13.0,0.0,5.98,B2C,Selters,Water,Sachsen,0
1.38,14.000000000000002,0.0,19.32,B2C,Volvic Touch,Water,Brandenburg,0
0.9600000000000001,3.0,0.0,2.8799999999999994,B2C,Kölsch,Alcoholic Beverages,Sachsen,0
0.9600000000000001,3.0,0.0,2.8799999999999994,B2C,Apollinaris,Water,Mecklenburg-Vorpommern,0
1.54,63.00000000000001,0.05,92.17,B2B,Coca-Cola,Soft Drinks,Sachsen-Anhalt,1
1.86,6.0,0.0,11.16,B2C,Hohes C Orange,Juices,Bremen,0
0.86,11.0,0.0,9.46,B2C,San Pellegrino,Water,Rheinland-Pfalz,0
3.33,14.000000000000002,0.0,46.62,B2C,Tomato Juice,Juices,Baden-Württemberg,0
0.43,30.0,0.05,12.26,B2B,Selters,Water,Bayern,2
0.86,3.0,0.0,2.58,B2C,San Pellegrino,Water,Mecklenburg-Vorpommern,0
1.7999999999999998,12.0,0.0,21.6,B2C,Hohes C Orange,Juices,Niedersachsen,0
1.75,10.0,0.0,17.5,B2C,Hohes C Orange,Juices,Saarland,0
0.53,12.0,0.0,6.360000000000001,B2C,Sprite,Soft Drinks,Saarland,0
1.67,10.0,0.1,15.03,B2B,Hohes C Orange,Juices,Brandenburg,2
1.01,17.0,0.05,16.31,B2B,Fanta,Soft Drinks,Hamburg,2
1.42,11.0,0.0,15.62,B2C,Volvic Touch,Water,Sachsen-Anhalt,0
0.64,21.0,0.1,12.099999999999998,B2B,Gerolsteiner,Water,Brandenburg,2
1.45,35.0,0.05,48.21,B2B,Evian,Water,Sachsen,1
2.45,4.0,0.0,9.8,B2C,Rauch Multivitamin,Juices,Bremen,0
1.33,12.0,0.0,15.960000000000003,B2C,Beck's,Alcoholic Beverages,Berlin,0
1.3,25.0,0.1,29.249999999999996,B2B,Jever,Alcoholic Beverages,Mecklenburg-Vorpommern,2
1.86,5.0,0.05,8.84,B2B,Club Mate,Soft Drinks,Hamburg,2
1.16,8.0,0.0,9.28,B2C,Augustiner,Alcoholic Beverages,Sachsen,0
0.9100000000000001,14.000000000000002,0.0,12.74,B2C,San Pellegrino,Water,Baden-Württemberg,0
3.31,14.000000000000002,0.0,46.34,B2C,Monster,Soft Drinks,Sachsen,0
2.38,2.0,0.0,4.76,B2C,Rauch Multivitamin,Juices,Hamburg,0
3.0199999999999996,15.0,0.0,45.3,B2C,Passion Fruit Juice,Juices,Sachsen,0
1.86,3.0,0.0,5.58,B2C,Hohes C Orange,Juices,Saarland,0
1.99,7.000000000000001,0.0,13.93,B2C,Fritz-Kola,Soft Drinks,Niedersachsen,0
1.16,1.0,0.0,1.16,B2C,Augustiner,Alcoholic Beverages,Saarland,0
1.18,9.0,0.0,10.62,B2C,Coca-Cola,Soft Drinks,Bayern,0
2.83,63.00000000000001,0.1,160.46,B2B,Tomato Juice,Juices,Bremen,1
3.46,3.0,0.0,10.38,B2C,Cranberry Juice,Juices,Bayern,0
2.45,10.0,0.0,24.5,B2C,Rauch Multivitamin,Juices,Nordrhein-Westfalen,0
1.1,15.0,0.0,16.5,B2C,Coca-Cola,Soft Drinks,Mecklenburg-Vorpommern,0
3.67,1.0,0.0,3.67,B2C,Cranberry Juice,Juices,Sachsen-Anhalt,0
1.66,11.0,0.0,18.26,B2C,Vio Wasser,Water,Brandenburg,0
0.9100000000000001,4.0,0.0,3.6400000000000006,B2C,San Pellegrino,Water,Sachsen,0
1.18,2.0,0.0,2.36,B2C,Coca-Cola,Soft Drinks,Nordrhein-Westfalen,0
1.46,11.0,0.0,16.06,B2C,Volvic Touch,Water,Saarland,0
1.31,2.0,0.0,2.62,B2C,Evian,Water,Nordrhein-Westfalen,0
2.21,14.000000000000002,0.0,30.94,B2C,Rockstar,Soft Drinks,Sachsen-Anhalt,0
0.99,11.0,0.0,10.89,B2C,Mountain Dew,Soft Drinks,Hessen,0
2.1,12.0,0.1,22.68,B2B,Red Bull,Soft Drinks,Schleswig-Holstein,2
4.48,4.0,0.0,17.92,B2C,Merlot,Alcoholic Beverages,Schleswig-Holstein,0
0.82,18.0,0.05,14.02,B2B,Coca-Cola,Soft Drinks,Rheinland-Pfalz,2
5.03,12.0,0.0,60.36,B2C,Chardonnay,Alcoholic Beverages,Nordrhein-Westfalen,0
2.28,12.0,0.0,27.36,B2C,Red Bull,Soft Drinks,Nordrhein-Westfalen,0
0.93,13.0,0.0,12.09,B2C,Mountain Dew,Soft Drinks,Hamburg,0
1.93,48.0,0.05,88.01000000000002,B2B,Red Bull,Soft Drinks,Niedersachsen,1
0.58,22.0,0.05,12.12,B2B,Schwip Schwap,Soft Drinks,Hessen,2
4.48,7.000000000000001,0.0,31.36,B2C,Merlot,Alcoholic Beverages,Hessen,0
2.31,1.0,0.0,2.31,B2C,Rauch Multivitamin,Juices,Nordrhein-Westfalen,0
2.19,2.0,0.0,4.38,B2C,Club Mate,Soft Drinks,Hamburg,0
1.06,39.0,0.1,37.21,B2B,Sprite,Soft Drinks,Nordrhein-Westfalen,1
0.57,10.0,0.0,5.7,B2C,Volvic,Water,Saarland,0
1.66,5.0,0.0,8.3,B2C,Vio Wasser,Water,Hamburg,0
1.86,2.0,0.0,3.72,B2C,Hohes C Orange,Juices,Hessen,0
1.1,14.000000000000002,0.0,15.4,B2C,Coca-Cola,Soft Drinks,Baden-Württemberg,0
1.14,22.0,0.1,22.570000000000004,B2B,Erdinger Weißbier,Alcoholic Beverages,Niedersachsen,2
1.59,7.000000000000001,0.0,11.129999999999999,B2C,Granini Apple,Juices,Saarland,0
1.61,7.000000000000001,0.0,11.27,B2C,Vio Wasser,Water,Nordrhein-Westfalen,0
3.21,2.0,0.0,6.42,B2C,Mango Juice,Juices,Niedersachsen,0
2.28,6.0,0.0,13.68,B2C,Red Bull,Soft Drinks,Mecklenburg-Vorpommern,0
0.46,9.0,0.0,4.14,B2C,Selters,Water,Schleswig-Holstein,0
0.57,14.000000000000002,0.0,7.980000000000001,B2C,Volvic,Water,Bayern,0
3.56,10.0,0.0,35.6,B2C,Cranberry Juice,Juices,Rheinland-Pfalz,0
3.31,8.0,0.0,26.48,B2C,Monster,Soft Drinks,Hamburg,0
1.66,12.0,0.0,19.92,B2C,Vio Wasser,Water,Thüringen,0
1.16,7.000000000000001,0.0,8.12,B2C,Fanta,Soft Drinks,Niedersachsen,0
5.18,1.0,0.0,5.18,B2C,Riesling,Alcoholic Beverages,Niedersachsen,0
1.61,4.0,0.0,6.44,B2C,Vio Wasser,Water,Sachsen-Anhalt,0
0.62,12.0,0.0,7.44,B2C,Vittel,Water,Baden-Württemberg,0
3.33,1.0,0.0,3.33,B2C,Tomato Juice,Juices,Sachsen-Anhalt,0
1.23,13.0,0.0,15.989999999999998,B2C,Evian,Water,Saarland,0
1.4000000000000001,45.0,0.1,56.7,B2B,Granini Apple,Juices,Hessen,1
1.0700000000000003,9.0,0.0,9.63,B2C,Coca-Cola,Soft Drinks,Bremen,0
0.59,9.0,0.0,5.31,B2C,Mezzo Mix,Soft Drinks,Saarland,0
0.88,28.999999999999996,0.05,24.24,B2B,Warsteiner,Alcoholic Beverages,Schleswig-Holstein,2
1.98,15.0,0.0,29.7,B2C,Erdinger Weißbier,Alcoholic Beverages,Hamburg,0
2.89,49.0,0.1,127.45,B2B,Rauch Multivitamin,Juices,Thüringen,1
1.06,3.0,0.05,3.02,B2B,Vio Wasser,Water,Sachsen,2
3.21,5.0,0.0,16.05,B2C,Monster,Soft Drinks,Nordrhein-Westfalen,0
1.42,15.0,0.0,21.3,B2C,Volvic Touch,Water,Niedersachsen,0
3.12,35.0,0.05,103.74,B2B,Passion Fruit Juice,Juices,Sachsen-Anhalt,1
1.63,2.0,0.0,3.2600000000000002,B2C,Krombacher,Alcoholic Beverages,Saarland,0
0.9700000000000001,26.0,0.05,23.96,B2B,Krombacher,Alcoholic Beverages,Thüringen,2
0.4,1.0,0.05,0.38,B2B,Vittel,Water,Baden-Württemberg,2
1.0700000000000003,13.0,0.0,13.909999999999998,B2C,Gerolsteiner,Water,Bayern,0
1.85,52.0,0.1,86.58,B2B,Granini Apple,Juices,Bayern,1
1.0700000000000003,5.0,0.0,5.349999999999999,B2C,Gerolsteiner,Water,Sachsen-Anhalt,0
1.0400000000000003,2.0,0.0,2.08,B2C,Coca-Cola,Soft Drinks,Schleswig-Holstein,0
1.46,10.0,0.0,14.6,B2C,Volvic Touch,Water,Niedersachsen,0
2.09,52.0,0.1,97.80999999999999,B2B,Granini Apple,Juices,Sachsen-Anhalt,1
0.9600000000000001,1.0,0.0,0.9600000000000001,B2C,Apollinaris,Water,Bayern,0
1.2,8.0,0.0,9.6,B2C,Schwip Schwap,Soft Drinks,Rheinland-Pfalz,0
1.2,9.0,0.0,10.8,B2C,Schwip Schwap,Soft Drinks,Rheinland-Pfalz,0
3.67,14.000000000000002,0.0,51.38,B2C,Cranberry Juice,Juices,Mecklenburg-Vorpommern,0
2.18,14.000000000000002,0.05,28.99,B2B,Krombacher,Alcoholic Beverages,Niedersachsen,2
1.71,7.000000000000001,0.0,11.97,B2C,Vio Wasser,Water,Mecklenburg-Vorpommern,0
2.29,11.0,0.1,22.669999999999998,B2B,Warsteiner,Alcoholic Beverages,Schleswig-Holstein,2
0.93,5.0,0.0,4.65,B2C,Kölsch,Alcoholic Beverages,Sachsen-Anhalt,0
1.01,5.0,0.0,5.05,B2C,Gerolsteiner,Water,Brandenburg,0
1.64,15.0,0.0,24.6,B2C,Granini Apple,Juices,Niedersachsen,0
1.61,6.0,0.0,9.66,B2C,Vio Wasser,Water,Saarland,0
3.17,40.0,0.05,120.46,B2B,Mango Juice,Juices,Hessen,1
0.55,1.0,0.0,0.55,B2C,Sprite,Soft Drinks,Sachsen,0
3.21,13.0,0.0,41.73,B2C,Monster,Soft Drinks,Bremen,0
4.32,11.0,0.0,47.52,B2C,Riesling,Alcoholic Beverages,Bayern,0
2.04,9.0,0.0,18.36,B2C,Erdinger Weißbier,Alcoholic Beverages,Sachsen,0
1.5800000000000003,5.0,0.0,7.9,B2C,Pepsi,Soft Drinks,Sachsen,0
1.46,3.0,0.0,4.38,B2C,Volvic Touch,Water,Saarland,0
0.9100000000000001,4.0,0.0,3.6400000000000006,B2C,San Pellegrino,Water,Brandenburg,0
1.71,10.0,0.0,17.1,B2C,Vio Wasser,Water,Berlin,0
1.27,14.000000000000002,0.0,17.78,B2C,Schwip Schwap,Soft Drinks,Hamburg,0
1.2,2.0,0.0,2.4,B2C,Schwip Schwap,Soft Drinks,Sachsen,0
2.04,4.0,0.0,8.16,B2C,Erdinger Weißbier,Alcoholic Beverages,Sachsen,0
1.38,5.0,0.0,6.9,B2C,Volvic Touch,Water,Hamburg,0
0.47,6.0,0.0,2.8199999999999994,B2C,Selters,Water,Saarland,0
1.97,31.0,0.05,58.02,B2B,Club Mate,Soft Drinks,Bayern,2
1.31,3.0,0.0,3.9299999999999997,B2C,Evian,Water,Nordrhein-Westfalen,0
4.74,13.0,0.0,61.62,B2C,Chardonnay,Alcoholic Beverages,Rheinland-Pfalz,0
3.46,6.0,0.0,20.76,B2C,Cranberry Juice,Juices,Rheinland-Pfalz,0
1.59,43.0,0.05,64.95,B2B,Krombacher,Alcoholic Beverages,Brandenburg,1
2.26,14.000000000000002,0.0,31.639999999999997,B2C,Club Mate,Soft Drinks,Thüringen,0
1.75,9.0,0.0,15.75,B2C,Hohes C Orange,Juices,Baden-Württemberg,0
1.09,9.0,0.0,9.81,B2C,Augustiner,Alcoholic Beverages,Nordrhein-Westfalen,0
1.42,13.0,0.0,18.46,B2C,Volvic Touch,Water,Bremen,0
1.38,5.0,0.0,6.9,B2C,Volvic Touch,Water,Bayern,0
0.55,12.0,0.0,6.6,B2C,Volvic,Water,Schleswig-Holstein,0
1.46,7.000000000000001,0.0,10.22,B2C,Volvic Touch,Water,Berlin,0
2.68,28.999999999999996,0.1,69.95,B2B,Hohes C Orange,Juices,Hessen,2
0.78,7.000000000000001,0.05,5.19,B2B,Vio Wasser,Water,Niedersachsen,2
4.879999999999999,13.0,0.0,63.44,B2C,Chardonnay,Alcoholic Beverages,Niedersachsen,0
2.27,10.0,0.0,22.699999999999996,B2C,Rockstar,Soft Drinks,Saarland,0
1.71,4.0,0.0,6.84,B2C,Vio Wasser,Water,Schleswig-Holstein,0
0.53,11.0,0.0,5.830000000000001,B2C,Sprite,Soft Drinks,Schleswig-Holstein,0
0.93,8.0,0.0,7.44,B2C,Apollinaris,Water,Rheinland-Pfalz,0
2.35,5.0,0.0,11.75,B2C,Red Bull,Soft Drinks,Sachsen-Anhalt,0
1.19,24.0,0.05,27.13,B2B,Granini Apple,Juices,Bayern,2
0.74,57.99999999999999,0.1,38.63,B2B,Mountain Dew,Soft Drinks,Baden-Württemberg,1
3.56,10.0,0.0,35.6,B2C,Cranberry Juice,Juices,Bayern,0
1.6900000000000002,55.0,0.1,83.66,B2B,Rauch Multivitamin,Juices,Mecklenburg-Vorpommern,1
1.75,8.0,0.0,14.0,B2C,Hohes C Orange,Juices,Saarland,0
2.93,6.0,0.0,17.58,B2C,Passion Fruit Juice,Juices,Sachsen-Anhalt,0
0.89,10.0,0.0,8.9,B2C,San Pellegrino,Water,Thüringen,0
0.55,13.0,0.0,7.15,B2C,Sprite,Soft Drinks,Saarland,0
1.14,48.0,0.05,51.98,B2B,Fanta,Soft Drinks,Sachsen-Anhalt,1
2.2,57.99999999999999,0.05,121.22,B2B,Tomato Juice,Juices,Hamburg,1
5.03,8.0,0.0,40.24,B2C,Chardonnay,Alcoholic Beverages,Hessen,0
2.12,5.0,0.0,10.6,B2C,Fritz-Kola,Soft Drinks,Nordrhein-Westfalen,0
1.42,6.0,0.0,8.52,B2C,Volvic Touch,Water,Brandenburg,0
0.56,49.0,0.1,24.7,B2B,Selters,Water,Schleswig-Holstein,1
2.22,1.0,0.0,2.22,B2C,Red Bull,Soft Drinks,Thüringen,0
1.64,10.0,0.0,16.4,B2C,Granini Apple,Juices,Rheinland-Pfalz,0
1.75,1.0,0.0,1.75,B2C,Hohes C Orange,Juices,Berlin,0
4.74,7.000000000000001,0.0,33.18,B2C,Chardonnay,Alcoholic Beverages,Berlin,0
2.45,6.0,0.0,14.7,B2C,Rauch Multivitamin,Juices,Sachsen-Anhalt,0
2.05,6.0,0.0,12.3,B2C,Fritz-Kola,Soft Drinks,Hamburg,0
1.86,13.0,0.0,24.18,B2C,Hohes C Orange,Juices,Hessen,0
1.99,7.000000000000001,0.0,13.93,B2C,Fritz-Kola,Soft Drinks,Schleswig-Holstein,0
1.71,35.0,0.1,53.85999999999999,B2B,Vio Wasser,Water,Baden-Württemberg,1
0.63,4.0,0.0,2.52,B2C,Mezzo Mix,Soft Drinks,Thüringen,0
3.12,3.0,0.0,9.36,B2C,Monster,Soft Drinks,Bayern,0
0.57,14.000000000000002,0.0,7.980000000000001,B2C,Volvic,Water,Thüringen,0
3.12,3.0,0.0,9.36,B2C,Mango Juice,Juices,Nordrhein-Westfalen,0
1.71,3.0,0.0,5.13,B2C,Vio Wasser,Water,Niedersachsen,0
3.12,2.0,0.0,6.240000000000001,B2C,Mango Juice,Juices,Schleswig-Holstein,0
3.67,15.0,0.0,55.04999999999999,B2C,Cranberry Juice,Juices,Bayern,0
1.49,8.0,0.0,11.92,B2C,Pepsi,Soft Drinks,Baden-Württemberg,0
3.67,6.0,0.0,22.019999999999996,B2C,Cranberry Juice,Juices,Bremen,0
2.31,60.0,0.05,131.67,B2B,Passion Fruit Juice,Juices,Hamburg,1
5.03,1.0,0.0,5.03,B2C,Chardonnay,Alcoholic Beverages,Berlin,0
2.13,30.0,0.1,57.50999999999999,B2B,Red Bull,Soft Drinks,Nordrhein-Westfalen,2
1.26,5.0,0.0,6.3,B2C,Evian,Water,Bremen,0
2.45,8.0,0.0,19.6,B2C,Rauch Multivitamin,Juices,Rheinland-Pfalz,0
3.11,5.0,0.0,15.550000000000002,B2C,Passion Fruit Juice,Juices,Sachsen,0
0.9100000000000001,4.0,0.0,3.6400000000000006,B2C,San Pellegrino,Water,Bayern,0
2.38,8.0,0.0,19.04,B2C,Rauch Multivitamin,Juices,Hessen,0
1.01,6.0,0.0,6.06,B2C,Gerolsteiner,Water,Baden-Württemberg,0
0.46,4.0,0.0,1.84,B2C,Selters,Water,Niedersachsen,0
2.05,1.0,0.0,2.05,B2C,Fritz-Kola,Soft Drinks,Berlin,0
0.58,3.0,0.0,1.74,B2C,Volvic,Water,Schleswig-Holstein,0
1.21,6.0,0.0,7.26,B2C,Coca-Cola,Soft Drinks,Saarland,0
3.12,9.0,0.0,28.08,B2C,Mango Juice,Juices,Schleswig-Holstein,0
2.22,13.0,0.0,28.86,B2C,Red Bull,Soft Drinks,Bayern,0
1.1,5.0,0.0,5.5,B2C,Coca-Cola,Soft Drinks,Bremen,0
1.12,56.00000000000001,0.1,56.45,B2B,Schwip Schwap,Soft Drinks,Saarland,1
0.85,36.0,0.05,29.07,B2B,Evian,Water,Hamburg,1
1.94,5.0,0.0,9.7,B2C,Jever,Alcoholic Beverages,Mecklenburg-Vorpommern,0
1.35,22.0,0.05,28.22,B2B,Warsteiner,Alcoholic Beverages,Sachsen-Anhalt,2
5.03,10.0,0.0,50.3,B2C,Chardonnay,Alcoholic Beverages,Baden-Württemberg,0
0.47,2.0,0.0,0.94,B2C,Selters,Water,Bayern,0
1.19,1.0,0.0,1.19,B2C,Fanta,Soft Drinks,Hamburg,0
2.3299999999999996,46.0,0.05,101.82,B2B,Mango Juice,Juices,Saarland,1
2.38,1.0,0.0,2.38,B2C,Rauch Multivitamin,Juices,Sachsen-Anhalt,0
1.6900000000000002,14.000000000000002,0.0,23.660000000000004,B2C,Granini Apple,Juices,Rheinland-Pfalz,0
0.93,15.0,0.0,13.95,B2C,Mountain Dew,Soft Drinks,Mecklenburg-Vorpommern,0
0.99,6.0,0.0,5.94,B2C,Apollinaris,Water,Sachsen,0
0.99,10.0,0.0,9.9,B2C,Apollinaris,Water,Hamburg,0
3.43,3.0,0.0,10.29,B2C,Tomato Juice,Juices,Niedersachsen,0
1.47,63.00000000000001,0.1,83.35,B2B,Evian,Water,Niedersachsen,1
1.47,21.0,0.05,29.33,B2B,Jever,Alcoholic Beverages,Baden-Württemberg,2
1.64,8.0,0.0,13.12,B2C,Granini Apple,Juices,Nordrhein-Westfalen,0
1.14,68.0,0.05,73.64,B2B,Coca-Cola,Soft Drinks,Thüringen,1
3.0199999999999996,3.0,0.0,9.06,B2C,Passion Fruit Juice,Juices,Saarland,0
0.6099999999999999,1.0,0.0,0.61,B2C,Mezzo Mix,Soft Drinks,Brandenburg,0
1.99,32.0,0.05,60.5,B2B,Granini Apple,Juices,Sachsen-Anhalt,2
2.38,4.0,0.0,9.52,B2C,Rauch Multivitamin,Juices,Hamburg,0
1.99,2.0,0.0,3.98,B2C,Jever,Alcoholic Beverages,Hessen,0
1.0700000000000003,3.0,0.0,3.21,B2C,Gerolsteiner,Water,Schleswig-Holstein,0
0.83,41.0,0.1,30.63,B2B,Coca-Cola,Soft Drinks,Schleswig-Holstein,1
1.0400000000000003,13.0,0.0,13.52,B2C,Gerolsteiner,Water,Hamburg,0
0.93,4.0,0.0,3.72,B2C,Kölsch,Alcoholic Beverages,Rheinland-Pfalz,0
1.49,13.0,0.0,19.37,B2C,Pepsi,Soft Drinks,Sachsen,0
0.55,14.000000000000002,0.0,7.7,B2C,Volvic,Water,Rheinland-Pfalz,0
1.31,15.0,0.0,19.65,B2C,Evian,Water,Saarland,0
2.26,4.0,0.0,9.04,B2C,Club Mate,Soft Drinks,Niedersachsen,0
1.88,4.0,0.0,7.52,B2C,Jever,Alcoholic Beverages,Bayern,0
3.34,14.000000000000002,0.05,44.42,B2B,Monster,Soft Drinks,Baden-Württemberg,2
2.45,14.000000000000002,0.0,34.3,B2C,Rauch Multivitamin,Juices,Mecklenburg-Vorpommern,0
1.64,9.0,0.0,14.76,B2C,Granini Apple,Juices,Hamburg,0
1.06,20.0,0.05,20.14,B2B,Schwip Schwap,Soft Drinks,Niedersachsen,2
4.879999999999999,7.000000000000001,0.0,34.16,B2C,Chardonnay,Alcoholic Beverages,Berlin,0
3.31,6.0,0.0,19.86,B2C,Monster,Soft Drinks,Sachsen,0
1.63,2.0,0.0,3.2600000000000002,B2C,Krombacher,Alcoholic Beverages,Bayern,0
1.16,5.0,0.0,5.8,B2C,Fanta,Soft Drinks,Hessen,0
1.38,14.000000000000002,0.0,19.32,B2C,Volvic Touch,Water,Brandenburg,0
1.42,13.0,0.0,18.46,B2C,Volvic Touch,Water,Bremen,0
1.77,65.0,0.1,103.54,B2B,Warsteiner,Alcoholic Beverages,Rheinland-Pfalz,1
2.45,8.0,0.0,19.6,B2C,Rauch Multivitamin,Juices,Hessen,0
0.78,2.0,0.05,1.48,B2B,San Pellegrino,Water,Thüringen,2
0.93,5.0,0.0,4.65,B2C,Mountain Dew,Soft Drinks,Bayern,0
2.18,19.0,0.05,39.35,B2B,Red Bull,Soft Drinks,Thüringen,2
5.62,6.0,0.05,32.03,B2B,Chardonnay,Alcoholic Beverages,Hamburg,2
1.37,31.0,0.1,38.22,B2B,Sprite,Soft Drinks,Saarland,2
2.05,13.0,0.0,26.65,B2C,Fritz-Kola,Soft Drinks,Thüringen,0
2.11,68.0,0.1,129.13,B2B,Club Mate,Soft Drinks,Sachsen-Anhalt,1
3.33,2.0,0.0,6.66,B2C,Tomato Juice,Juices,Saarland,0
1.59,15.0,0.0,23.85,B2C,Granini Apple,Juices,Berlin,0
3.31,2.0,0.0,6.62,B2C,Mango Juice,Juices,Berlin,0
0.99,2.0,0.0,1.98,B2C,Apollinaris,Water,Bayern,0
1.46,8.0,0.0,11.68,B2C,Beck's,Alcoholic Beverages,Sachsen,0
0.59,14.000000000000002,0.0,8.26,B2C,Vittel,Water,Hamburg,0
1.46,1.0,0.0,1.46,B2C,Beck's,Alcoholic Beverages,Berlin,0
2.38,5.0,0.0,11.900000000000002,B2C,Rauch Multivitamin,Juices,Thüringen,0
2.15,68.0,0.1,131.58,B2B,Kölsch,Alcoholic Beverages,Berlin,1
1.64,5.0,0.0,8.2,B2C,Granini Apple,Juices,Brandenburg,0
1.26,11.0,0.0,13.860000000000001,B2C,Evian,Water,Hamburg,0
1.63,13.0,0.0,21.19,B2C,Krombacher,Alcoholic Beverages,Bayern,0
0.56,6.0,0.0,3.36,B2C,Sprite,Soft Drinks,Sachsen-Anhalt,0
1.0700000000000003,6.0,0.0,6.42,B2C,Gerolsteiner,Water,Thüringen,0
2.12,3.0,0.0,6.360000000000001,B2C,Fritz-Kola,Soft Drinks,Berlin,0
1.38,8.0,0.0,11.04,B2C,Volvic Touch,Water,Hessen,0
1.23,12.0,0.0,14.76,B2C,Evian,Water,Thüringen,0
2.45,3.0,0.0,7.35,B2C,Rauch Multivitamin,Juices,Sachsen,0
0.86,4.0,0.0,3.44,B2C,San Pellegrino,Water,Bremen,0
2.22,30.0,0.05,63.27,B2B,Red Bull,Soft Drinks,Mecklenburg-Vorpommern,2
1.63,6.0,0.0,9.78,B2C,Krombacher,Alcoholic Beverages,Berlin,0
0.49,3.0,0.0,1.4699999999999998,B2C,Selters,Water,Nordrhein-Westfalen,0
2.93,14.000000000000002,0.0,41.02,B2C,Passion Fruit Juice,Juices,Berlin,0
0.89,5.0,0.0,4.45,B2C,San Pellegrino,Water,Niedersachsen,0
1.49,9.0,0.0,13.41,B2C,Pepsi,Soft Drinks,Sachsen-Anhalt,0
1.31,6.0,0.0,7.859999999999999,B2C,Evian,Water,Bayern,0
3.0199999999999996,3.0,0.0,9.06,B2C,Passion Fruit Juice,Juices,Schleswig-Holstein,0
4.47,3.0,0.05,12.74,B2B,Cranberry Juice,Juices,Saarland,2
1.01,9.0,0.0,9.09,B2C,Gerolsteiner,Water,Baden-Württemberg,0
2.35,4.0,0.0,9.4,B2C,Red Bull,Soft Drinks,Hessen,0
1.45,6.0,0.05,8.26,B2B,Kölsch,Alcoholic Beverages,Bayern,2
0.74,21.0,0.05,14.76,B2B,Mountain Dew,Soft Drinks,Sachsen,2
3.23,7.000000000000001,0.0,22.61,B2C,Tomato Juice,Juices,Sachsen,0
